,url_length,content_length,mal,charsets,server,special_chars
1623,108,-1,0,-1,-1,14
1624,22,-1,0,-1,-1,4
1625,78,-1,0,-1,-1,11
1626,73,-1,1,-1,-1,14
1627,36,-1,0,-1,-1,4
1628,32,-1,0,-1,-1,3
1629,65,-1,1,-1,-1,11
1630,37,-1,0,-1,-1,7
1631,38,-1,0,-1,-1,3
1632,16,-1,0,-1,-1,2
1633,23,-1,0,-1,-1,2
1634,52,-1,0,-1,-1,6
1635,41,-1,0,-1,-1,6
1636,51,-1,0,-1,-1,7
1637,145,,1,['utf-8'],LiteSpeed,27
1638,155,-1,0,-1,-1,18
1639,51,-1,0,-1,-1,8
1640,58,53371,1,['utf-8'],AmazonS3,9
1641,52,-1,0,-1,-1,8
1642,65,-1,0,-1,-1,13
1643,60,-1,0,-1,-1,9
1644,31,-1,0,-1,-1,4
1645,15,-1,1,-1,-1,1
1646,64,-1,0,-1,-1,8
1647,10,-1,0,-1,-1,3
1648,38,-1,0,-1,-1,5
1649,37,-1,1,-1,-1,7
1650,31,-1,0,-1,-1,4
1651,60,-1,1,-1,-1,10
1652,27,-1,0,-1,-1,4
1653,20,-1,0,-1,-1,3
1654,36,-1,0,-1,-1,6
1655,108,,1,['utf-8'],nginx,20
1656,42,-1,0,-1,-1,5
1657,18,-1,0,-1,-1,2
1658,48,-1,0,-1,-1,4
1659,31,-1,0,-1,-1,4
1660,54,-1,1,-1,-1,11
1661,14,-1,0,-1,-1,2
1662,13,-1,1,-1,-1,1
1663,59,-1,0,-1,-1,8
1664,82,-1,1,-1,-1,17
1665,50,-1,0,-1,-1,8
1666,40,-1,0,-1,-1,6
1667,31,-1,0,-1,-1,4
1668,29,-1,0,-1,-1,5
1669,28,-1,0,-1,-1,4
1670,112,,0,['utf-8'],nginx,23
1671,24,-1,0,-1,-1,4
1672,42,-1,0,-1,-1,7
1673,158,-1,1,-1,-1,30
1674,33,-1,0,-1,-1,6
1675,97,-1,0,-1,-1,17
1676,25,-1,0,-1,-1,3
1677,40,-1,0,-1,-1,5
1678,53,-1,0,-1,-1,6
1679,35,-1,0,-1,-1,5
1680,25,-1,0,-1,-1,3
1681,76,,1,['utf-8'],Apache,15
1682,115,22020,1,['utf-8'],Apache,19
1683,45,-1,0,-1,-1,5
1684,37,-1,1,-1,-1,8
1685,74,-1,1,-1,-1,11
1686,121,156196,0,['utf-8'],,19
1687,15,-1,1,-1,-1,2
1688,24,-1,0,-1,-1,2
1689,66,-1,0,-1,-1,9
1690,21,-1,1,-1,-1,1
1691,33,-1,0,-1,-1,4
1692,151,-1,0,-1,-1,26
1693,21,-1,0,-1,-1,3
1694,52,-1,0,-1,-1,7
1695,24,-1,0,-1,-1,3
1696,34,-1,0,-1,-1,5
1697,83,-1,0,-1,-1,14
1698,24,-1,0,-1,-1,3
1699,24,-1,0,-1,-1,2
1700,72,-1,1,-1,-1,10
1701,48,-1,0,-1,-1,5
1702,51,-1,0,-1,-1,2
1703,62,-1,0,-1,-1,8
1704,14,-1,1,-1,-1,1
1705,24,-1,0,-1,-1,5
1706,41,-1,0,-1,-1,4
1707,50,-1,0,-1,-1,6
1708,107,-1,0,-1,-1,25
1709,46,-1,0,-1,-1,6
1710,51,-1,0,-1,-1,5
1711,42,-1,0,-1,-1,4
1712,54,-1,1,-1,-1,13
1713,56,-1,1,-1,-1,8
1714,51,-1,0,-1,-1,6
1715,37,-1,0,-1,-1,5
1716,49,-1,0,-1,-1,7
1717,74,-1,0,-1,-1,9
1718,50,-1,0,-1,-1,8
1719,46,-1,0,-1,-1,7
1720,47,-1,0,-1,-1,6
1721,117,1029,1,['utf-8'],nginx,20
1722,32,-1,0,-1,-1,4
1723,24,-1,0,-1,-1,2
1724,26,-1,1,-1,-1,2
1725,44,-1,0,-1,-1,5
1726,55,,1,['utf-8'],Apache,8
1727,32,-1,0,-1,-1,5
1728,38,-1,0,-1,-1,6
1729,83,-1,1,-1,-1,17
1730,19,-1,1,-1,-1,1
1731,69,-1,0,-1,-1,11
1732,21,-1,0,-1,-1,2
1733,31,-1,0,-1,-1,3
1734,51,-1,0,-1,-1,7
1735,107,-1,1,-1,-1,19
1736,108,,1,['utf-8'],nginx,21
1737,65,-1,0,-1,-1,8
1738,20,-1,0,-1,-1,2
1739,72,-1,1,-1,-1,24
1740,19,-1,0,-1,-1,2
1741,57,-1,0,-1,-1,9
1742,111,-1,1,-1,-1,19
1743,98,-1,1,-1,-1,16
1744,30,-1,0,-1,-1,3
1745,31,-1,0,-1,-1,4
1746,93,-1,0,-1,-1,20
1747,71,-1,1,-1,-1,16
1748,41,-1,0,-1,-1,5
1749,20,-1,0,-1,-1,2
1750,139,-1,1,-1,-1,24
1751,33,-1,0,-1,-1,4
1752,27,-1,0,-1,-1,3
1753,120,-1,0,-1,-1,18
1754,55,-1,0,-1,-1,7
1755,15,-1,1,-1,-1,2
1756,121,-1,0,-1,-1,13
1757,83,-1,0,-1,-1,11
1758,48,-1,1,-1,-1,11
1759,170,4542,1,[None],nginx,45
1760,73,-1,1,-1,-1,15
1761,46,-1,0,-1,-1,6
1762,87,-1,0,-1,-1,12
1763,124,67717,1,['utf-8'],nginx,22
1764,19,-1,1,-1,-1,1
1765,46,-1,0,-1,-1,6
1766,55,-1,0,-1,-1,10
1767,19,-1,0,-1,-1,2
1768,28,-1,0,-1,-1,2
1769,31,-1,0,-1,-1,5
1770,55,-1,1,-1,-1,8
1771,96,37760,0,['utf-8'],Apache/2.4.52 (Ubuntu),16
1772,140,-1,1,-1,-1,25
1773,86,-1,1,-1,-1,16
1774,52,-1,0,-1,-1,5
1775,31,-1,0,-1,-1,4
1776,37,-1,0,-1,-1,5
1777,19,-1,0,-1,-1,2
1778,31,-1,0,-1,-1,5
1779,12,-1,1,-1,-1,1
1780,70,-1,1,-1,-1,13
1781,28,-1,0,-1,-1,3
1782,108,-1,1,-1,,36
1783,51,-1,0,-1,-1,9
1784,12,-1,0,-1,-1,3
1785,44,-1,0,-1,-1,8
1786,97,-1,0,-1,-1,17
1787,32,-1,0,-1,-1,4
1788,54,-1,0,-1,-1,5
1789,50,-1,0,-1,-1,8
1790,23,-1,0,-1,-1,4
1791,12,-1,0,-1,-1,2
1792,88,-1,0,-1,-1,11
1793,38,-1,0,-1,-1,5
1794,49,-1,0,-1,-1,6
1795,202,-1,1,-1,-1,20
1796,21,-1,0,-1,-1,4
1797,102,-1,1,-1,-1,19
1798,14,-1,1,-1,-1,1
1799,59,-1,1,-1,-1,11
1800,77,-1,1,-1,-1,13
1801,82,-1,1,-1,-1,15
1802,20,-1,1,-1,-1,2
1803,56,-1,0,-1,-1,9
1804,39,-1,0,-1,-1,4
1805,42,-1,0,-1,-1,5
1806,57,-1,1,-1,-1,9
1807,80,-1,0,-1,-1,10
1808,59,-1,0,-1,-1,8
1809,77,-1,0,-1,-1,12
1810,113,-1,0,-1,-1,16
1811,43,-1,0,-1,-1,4
1812,92,-1,1,-1,-1,17
1813,106,-1,0,-1,-1,17
1814,36,-1,0,-1,-1,8
1815,35,-1,0,-1,-1,3
1816,111,-1,1,-1,-1,20
1817,103,,1,['utf-8'],nginx,16
1818,90,-1,0,-1,-1,11
1819,50,-1,0,-1,-1,7
1820,15,-1,0,-1,-1,2
1821,35,-1,0,-1,-1,5
1822,67,428,1,['utf-8'],,13
1823,65,-1,0,-1,-1,7
1824,117,212986,0,['utf-8'],,23
1825,32,-1,0,-1,-1,4
1826,26,-1,1,-1,-1,2
1827,38,-1,0,-1,-1,5
1828,29,-1,0,-1,-1,2
1829,188,-1,1,-1,-1,16
1830,52,-1,0,-1,-1,7
1831,44,-1,0,-1,-1,5
1832,87,-1,0,-1,-1,14
1833,92,,1,['utf-8'],nginx,14
1834,51,-1,0,-1,-1,6
1835,137,-1,0,-1,-1,23
1836,27,-1,0,-1,-1,3
1837,173,-1,1,-1,-1,27
1838,59,-1,0,-1,-1,9
1839,39,-1,0,-1,-1,7
1840,42,-1,1,-1,-1,7
1841,54,-1,1,-1,-1,11
1842,44,-1,0,-1,-1,4
1843,42,-1,0,-1,-1,5
1844,139,-1,0,-1,-1,24
1845,61,-1,0,-1,-1,8
